,addtime,bId,cabin,depTime,dt_diff_h,flightNumber,invalid,last_cabin,last_price,last_seats,p_d_percent,preTime,price,price_diff,seats
8,1550506457,416001796,W,1550643600,38.09527777777778,WN1919,2,W,449.0,9.0,-11.135857461024498,137143,399.0,-50.0,9
1,1549967296,416001797,W,1550626800,183.19555555555556,WN1334,2,W,193.0,3.0,-13.989637305699482,659504,166.0,-27.0,3
2,1549985328,416001797,W,1550626800,178.18666666666667,WN1334,2,W,166.0,3.0,16.265060240963855,641472,193.0,27.0,5
5,1550019874,416001797,W,1550626800,168.59055555555554,WN1334,2,W,193.0,5.0,10.880829015544041,606926,214.0,21.0,3
6,1550036285,416001797,W,1550626800,164.03194444444443,WN1334,2,W,214.0,3.0,19.626168224299064,590515,256.0,42.0,4
11,1550185009,416001797,W,1550626800,122.71972222222222,WN1334,2,W,256.0,3.0,-11.71875,441791,226.0,-30.0,3
12,1550192466,416001797,W,1550626800,120.64833333333333,WN1334,2,W,226.0,3.0,-13.274336283185841,434334,196.0,-30.0,3
15,1550311191,416001797,W,1550626800,87.66916666666665,WN1334,2,W,196.0,5.0,-41.83673469387755,315609,114.0,-82.0,3
16,1550339198,416001797,W,1550626800,79.88944444444445,WN1334,2,W,114.0,3.0,45.6140350877193,287602,166.0,52.0,4
18,1550359403,416001797,W,1550626800,74.27694444444445,WN1334,2,W,166.0,3.0,-31.325301204819276,267397,114.0,-52.0,3
19,1550373518,416001797,W,1550626800,70.35611111111112,WN1334,2,W,114.0,3.0,19.29824561403509,253282,136.0,22.0,3
20,1550378604,416001797,W,1550626800,68.94333333333334,WN1334,2,W,136.0,3.0,44.11764705882353,248196,196.0,60.0,4
22,1550398400,416001797,W,1550626800,63.44444444444444,WN1334,2,W,196.0,3.0,-50.0,228400,98.0,-98.0,3
23,1550432573,416001797,W,1550626800,53.95194444444444,WN1334,2,W,98.0,3.0,130.6122448979592,194227,226.0,128.0,3
24,1550451712,416001797,W,1550626800,48.635555555555555,WN1334,2,W,226.0,3.0,13.274336283185841,175088,256.0,30.0,4
25,1550455146,416001797,W,1550626800,47.681666666666665,WN1334,2,W,256.0,4.0,-11.71875,171654,226.0,-30.0,3
26,1550482575,416001797,W,1550626800,40.0625,WN1334,2,W,226.0,3.0,70.35398230088495,144225,385.0,159.0,9
1,1549976720,416001798,W,1550635200,182.9111111111111,WN957,2,W,214.0,3.0,-32.71028037383178,658480,144.0,-70.0,4
3,1549988904,416001798,W,1550635200,179.52666666666667,WN957,2,W,144.0,3.0,48.611111111111114,646296,214.0,70.0,4
4,1550012292,416001798,W,1550635200,173.03,WN957,2,W,214.0,4.0,-9.813084112149532,622908,193.0,-21.0,3
5,1550019874,416001798,W,1550635200,170.92388888888888,WN957,2,W,193.0,3.0,10.880829015544041,615326,214.0,21.0,4
6,1550029678,416001798,W,1550635200,168.20055555555555,WN957,2,W,214.0,4.0,-9.813084112149532,605522,193.0,-21.0,3
7,1550087595,416001798,W,1550635200,152.1125,WN957,2,W,193.0,3.0,10.880829015544041,547605,214.0,21.0,3
10,1550114716,416001798,W,1550635200,144.57888888888888,WN957,2,W,214.0,3.0,19.626168224299064,520484,256.0,42.0,4
11,1550147410,416001798,W,1550635200,135.4972222222222,WN957,2,W,256.0,4.0,-11.71875,487790,226.0,-30.0,3
12,1550149039,416001798,W,1550635200,135.04472222222222,WN957,2,W,226.0,3.0,-56.63716814159292,486161,98.0,-128.0,9
16,1550188113,416001798,W,1550635200,124.19083333333333,WN957,2,W,98.0,3.0,38.775510204081634,447087,136.0,38.0,3
20,1550207201,416001798,W,1550635200,118.8886111111111,WN957,2,W,136.0,4.0,-27.941176470588236,427999,98.0,-38.0,3
21,1550215660,416001798,W,1550635200,116.53888888888888,WN957,2,W,98.0,3.0,38.775510204081634,419540,136.0,38.0,3
22,1550230239,416001798,W,1550635200,112.48916666666668,WN957,2,W,136.0,3.0,-16.176470588235293,404961,114.0,-22.0,4
24,1550266590,416001798,W,1550635200,102.39166666666667,WN957,2,W,114.0,5.0,124.56140350877193,368610,256.0,142.0,3
25,1550285679,416001798,W,1550635200,97.08916666666667,WN957,2,W,256.0,3.0,-11.71875,349521,226.0,-30.0,3
26,1550290375,416001798,W,1550635200,95.78472222222221,WN957,2,W,226.0,3.0,13.274336283185841,344825,256.0,30.0,3
27,1550317392,416001798,W,1550635200,88.28,WN957,2,W,256.0,3.0,-55.46875,317808,114.0,-142.0,3
34,1550455146,416001798,W,1550635200,50.015,WN957,2,W,114.0,4.0,71.9298245614035,180054,196.0,82.0,3
35,1550473567,416001798,W,1550635200,44.89805555555555,WN957,2,W,196.0,3.0,30.612244897959183,161633,256.0,60.0,3
36,1550482578,416001798,W,1550635200,42.394999999999996,WN957,2,W,256.0,3.0,50.390625,152622,385.0,129.0,5
1,1549962627,416001799,W,1550643900,189.24249999999998,WN2173,2,W,133.0,3.0,-14.285714285714286,681273,114.0,-19.0,3
2,1549981649,416001799,W,1550643900,183.9586111111111,WN2173,2,W,114.0,3.0,26.31578947368421,662251,144.0,30.0,3
3,1550012292,416001799,W,1550643900,175.44666666666666,WN2173,2,W,144.0,3.0,-20.833333333333332,631608,114.0,-30.0,3
8,1550034587,416001799,W,1550643900,169.25361111111113,WN2173,2,W,114.0,3.0,26.31578947368421,609313,144.0,30.0,3
9,1550050010,416001799,W,1550643900,164.96944444444443,WN2173,2,W,144.0,3.0,15.277777777777779,593890,166.0,22.0,3
10,1550066817,416001799,W,1550643900,160.30083333333332,WN2173,2,W,166.0,3.0,16.265060240963855,577083,193.0,27.0,5
13,1550090333,416001799,W,1550643900,153.7686111111111,WN2173,2,W,193.0,3.0,10.880829015544041,553567,214.0,21.0,4
14,1550097506,416001799,W,1550643900,151.77611111111113,WN2173,2,W,214.0,4.0,-8.411214953271028,546394,196.0,-18.0,3
15,1550117590,416001799,W,1550643900,146.19722222222222,WN2173,2,W,196.0,3.0,9.183673469387756,526310,214.0,18.0,4
16,1550133635,416001799,W,1550643900,141.74027777777778,WN2173,2,W,214.0,4.0,5.607476635514018,510265,226.0,12.0,4
17,1550135301,416001799,W,1550643900,141.2775,WN2173,2,W,226.0,4.0,-56.63716814159292,508599,98.0,-128.0,5
22,1550290375,416001799,W,1550643900,98.20138888888889,WN2173,2,W,98.0,4.0,16.3265306122449,353525,114.0,16.0,4
26,1550309747,416001799,W,1550643900,92.82027777777778,WN2173,2,W,114.0,3.0,71.9298245614035,334153,196.0,82.0,9
29,1550394049,416001799,W,1550643900,69.40305555555555,WN2173,2,W,196.0,4.0,-15.306122448979592,249851,166.0,-30.0,3
30,1550432573,416001799,W,1550643900,58.70194444444444,WN2173,2,W,166.0,3.0,-13.25301204819277,211327,144.0,-22.0,3
31,1550442597,416001799,W,1550643900,55.917500000000004,WN2173,2,W,144.0,3.0,56.94444444444444,201303,226.0,82.0,3
32,1550451712,416001799,W,1550643900,53.385555555555555,WN2173,2,W,226.0,3.0,13.274336283185841,192188,256.0,30.0,3
33,1550455146,416001799,W,1550643900,52.431666666666665,WN2173,2,W,256.0,3.0,-11.71875,188754,226.0,-30.0,3
34,1550482578,416001799,W,1550643900,44.81166666666666,WN2173,2,W,226.0,3.0,70.35398230088495,161322,385.0,159.0,9
2,1549970278,416001800,W,1550651400,189.20055555555555,WN1806,2,W,166.0,4.0,-13.25301204819277,681122,144.0,-22.0,3
3,1549992221,416001800,W,1550651400,183.1052777777778,WN1806,2,W,144.0,3.0,-11.11111111111111,659179,128.0,-16.0,3
4,1550016811,416001800,W,1550651400,176.27472222222224,WN1806,2,W,128.0,3.0,12.5,634589,144.0,16.0,3
5,1550024671,416001800,W,1550651400,174.0913888888889,WN1806,2,W,144.0,3.0,-11.11111111111111,626729,128.0,-16.0,3
6,1550053106,416001800,W,1550651400,166.1927777777778,WN1806,2,W,128.0,3.0,-28.90625,598294,91.0,-37.0,4
8,1550083501,416001800,W,1550651400,157.74972222222223,WN1806,2,W,91.0,3.0,7.6923076923076925,567899,98.0,7.0,4
10,1550103725,416001800,W,1550651400,152.13194444444443,WN1806,2,W,98.0,3.0,32.6530612244898,547675,130.0,32.0,5
12,1550113118,416001800,W,1550651400,149.52277777777778,WN1806,2,W,130.0,4.0,50.76923076923077,538282,196.0,66.0,5
13,1550142783,416001800,W,1550651400,141.2825,WN1806,2,W,196.0,5.0,-41.83673469387755,508617,114.0,-82.0,9
17,1550482578,416001800,W,1550651400,46.894999999999996,WN1806,2,W,114.0,9.0,237.71929824561403,168822,385.0,271.0,9
3,1550133606,416001801,W,1550612100,132.915,WN1211,2,W,120.0,9.0,16.666666666666668,478494,140.0,20.0,9
7,1550482611,416001801,W,1550612100,35.969166666666666,WN1211,2,W,140.0,9.0,28.571428571428573,129489,180.0,40.0,9
3,1550133632,416001802,W,1550612700,133.07444444444442,WN1871,2,W,111.0,9.0,24.324324324324323,479068,138.0,27.0,9
7,1550482416,416001802,W,1550612700,36.190000000000005,WN1871,2,W,138.0,9.0,28.985507246376812,130284,178.0,40.0,9
3,1550150737,416001803,W,1550619600,130.2397222222222,WN827,2,W,160.0,9.0,12.5,468863,180.0,20.0,9
7,1550492660,416001803,W,1550619600,35.261111111111106,WN827,2,W,180.0,9.0,27.77777777777778,126940,230.0,50.0,9
3,1550144320,416001804,W,1550622900,132.9388888888889,WN2153,2,W,140.0,9.0,14.285714285714286,478580,160.0,20.0,9
7,1550482611,416001804,W,1550622900,38.969166666666666,WN2153,2,W,160.0,9.0,12.5,140289,180.0,20.0,9
1,1549965641,416001805,W,1550646900,189.2386111111111,WN2001,2,W,140.0,9.0,-14.285714285714286,681259,120.0,-20.0,9
3,1550133606,416001805,W,1550646900,142.58166666666665,WN2001,2,W,120.0,9.0,142.5,513294,291.0,171.0,9
7,1550482214,416001805,W,1550646900,45.74611111111111,WN2001,2,W,291.0,9.0,4.4673539518900345,164686,304.0,13.0,9
3,1550133606,416001806,W,1550657100,145.415,WN2204,2,W,120.0,9.0,142.5,523494,291.0,171.0,9
7,1550482214,416001806,W,1550657100,48.57944444444445,WN2204,2,W,291.0,9.0,4.4673539518900345,174886,304.0,13.0,9
3,1550133606,416001807,W,1550662800,146.99833333333333,WN2003,2,W,120.0,9.0,142.5,529194,291.0,171.0,9
7,1550482214,416001807,W,1550662800,50.162777777777784,WN2003,2,W,291.0,9.0,4.4673539518900345,180586,304.0,13.0,9
3,1550133606,416001808,W,1550669100,148.74833333333333,WN1351,2,W,120.0,9.0,142.5,535494,291.0,171.0,9
7,1550482214,416001808,W,1550669100,51.912777777777784,WN1351,2,W,291.0,9.0,4.4673539518900345,186886,304.0,13.0,9
3,1550133605,416001809,W,1550663700,147.2486111111111,WN421,2,W,121.0,9.0,68.59504132231405,530095,204.0,83.0,9
3,1550133605,416001810,W,1550670900,149.2486111111111,WN4079,2,W,121.0,9.0,68.59504132231405,537295,204.0,83.0,9
2,1550094634,416001811,W,1550633700,149.74055555555555,WN990,2,W,184.0,9.0,3.8043478260869565,539066,191.0,7.0,9
3,1550133632,416001811,W,1550633700,138.9077777777778,WN990,2,W,191.0,9.0,50.78534031413613,500068,288.0,97.0,9
5,1550266617,416001811,W,1550633700,101.9675,WN990,2,W,288.0,9.0,-11.805555555555555,367083,254.0,-34.0,9
2,1550094634,416001812,W,1550661600,157.49055555555555,WN1454,2,W,184.0,9.0,3.8043478260869565,566966,191.0,7.0,9
3,1550133632,416001812,W,1550661600,146.6577777777778,WN1454,2,W,191.0,9.0,50.78534031413613,527968,288.0,97.0,9
5,1550353969,416001812,W,1550661600,85.45305555555555,WN1454,2,W,288.0,9.0,-11.805555555555555,307631,254.0,-34.0,9
1,1549954247,416001813,W,1550613300,183.0702777777778,WN693,2,W,121.0,3.0,24.793388429752067,659053,151.0,30.0,3
2,1549971880,416001813,W,1550613300,178.17222222222225,WN693,2,W,151.0,3.0,18.543046357615893,641420,179.0,28.0,3
3,1549988902,416001813,W,1550613300,173.4438888888889,WN693,2,W,179.0,3.0,-15.64245810055866,624398,151.0,-28.0,3
4,1550002440,416001813,W,1550613300,169.68333333333334,WN693,2,W,151.0,3.0,18.543046357615893,610860,179.0,28.0,3
5,1550005166,416001813,W,1550613300,168.9261111111111,WN693,2,W,179.0,3.0,35.19553072625698,608134,242.0,63.0,9
14,1550431947,416001813,W,1550613300,50.37583333333334,WN693,1,W,242.0,3.0,-100.0,181353,0.0,-242.0,0
15,1550451539,416001813,W,1550613300,44.93361111111111,WN693,2,W,0.0,0.0,inf,161761,242.0,242.0,3
16,1550530939,416001813,W,1550613300,22.878055555555555,WN693,2,W,242.0,3.0,-54.95867768595041,82361,109.0,-133.0,4
17,1550541398,416001813,W,1550613300,19.972777777777775,WN693,2,W,109.0,4.0,122.01834862385321,71902,242.0,133.0,9
1,1549971880,416001814,W,1550617200,179.25555555555556,WN577,2,W,80.0,9.0,-25.0,645320,60.0,-20.0,4
2,1549992223,416001814,W,1550617200,173.60472222222222,WN577,2,W,60.0,4.0,20.0,624977,72.0,12.0,5
4,1550054746,416001814,W,1550617200,156.23722222222221,WN577,2,W,72.0,4.0,-16.666666666666668,562454,60.0,-12.0,3
5,1550092155,416001814,W,1550617200,145.84583333333333,WN577,2,W,60.0,3.0,20.0,525045,72.0,12.0,4
7,1550144322,416001814,W,1550617200,131.355,WN577,2,W,72.0,3.0,11.11111111111111,472878,80.0,8.0,9
10,1550192461,416001814,W,1550617200,117.98305555555557,WN577,2,W,80.0,4.0,31.25,424739,105.0,25.0,9
11,1550255739,416001814,W,1550617200,100.40583333333333,WN577,2,W,105.0,9.0,-13.333333333333334,361461,91.0,-14.0,9
13,1550356640,416001814,W,1550617200,72.37777777777778,WN577,2,W,91.0,3.0,15.384615384615385,260560,105.0,14.0,3
15,1550398867,416001814,W,1550617200,60.64805555555555,WN577,2,W,105.0,4.0,-13.333333333333334,218333,91.0,-14.0,4
17,1550492018,416001814,W,1550617200,34.77277777777778,WN577,2,W,91.0,3.0,-13.186813186813186,125182,79.0,-12.0,5
20,1550530941,416001814,W,1550617200,23.960833333333333,WN577,2,W,79.0,3.0,37.9746835443038,86259,109.0,30.0,5
21,1550541398,416001814,W,1550617200,21.05611111111111,WN577,1,W,109.0,5.0,-100.0,75802,0.0,-109.0,0
3,1550133632,416001815,W,1550616000,133.9911111111111,WN1010,2,W,111.0,9.0,24.324324324324323,482368,138.0,27.0,9
7,1550482416,416001815,W,1550616000,37.10666666666667,WN1010,2,W,138.0,9.0,28.985507246376812,133584,178.0,40.0,9
3,1550133632,416001816,W,1550620500,135.2411111111111,WN4028,2,W,111.0,9.0,24.324324324324323,486868,138.0,27.0,9
7,1550482416,416001816,W,1550620500,38.35666666666667,WN4028,2,W,138.0,9.0,28.985507246376812,138084,178.0,40.0,9
3,1550133632,416001817,W,1550625300,136.57444444444445,WN1859,2,W,111.0,9.0,24.324324324324323,491668,138.0,27.0,9
7,1550482416,416001817,W,1550625300,39.690000000000005,WN1859,2,W,138.0,9.0,28.985507246376812,142884,178.0,40.0,9
3,1550133632,416001818,W,1550628900,137.57444444444445,WN259,2,W,111.0,9.0,24.324324324324323,495268,138.0,27.0,9
7,1550482416,416001818,W,1550628900,40.690000000000005,WN259,2,W,138.0,9.0,28.985507246376812,146484,178.0,40.0,9
3,1550133632,416001819,W,1550632200,138.4911111111111,WN1452,2,W,111.0,9.0,24.324324324324323,498568,138.0,27.0,9
7,1550482416,416001819,W,1550632200,41.60666666666667,WN1452,2,W,138.0,9.0,28.985507246376812,149784,178.0,40.0,9
3,1550133632,416001820,W,1550644200,141.82444444444445,WN1027,2,W,111.0,9.0,24.324324324324323,510568,138.0,27.0,9
7,1550482416,416001820,W,1550644200,44.940000000000005,WN1027,2,W,138.0,9.0,28.985507246376812,161784,178.0,40.0,9
3,1550133632,416001821,W,1550649300,143.2411111111111,WN1145,2,W,111.0,9.0,24.324324324324323,515668,138.0,27.0,9
7,1550482416,416001821,W,1550649300,46.35666666666667,WN1145,2,W,138.0,9.0,28.985507246376812,166884,178.0,40.0,9
3,1550133606,416001822,W,1550626500,136.915,WN2275,2,W,120.0,9.0,16.666666666666668,492894,140.0,20.0,9
4,1550154503,416001822,W,1550626500,131.11027777777778,WN2275,2,W,140.0,9.0,14.285714285714286,471997,160.0,20.0,9
8,1550482611,416001822,W,1550626500,39.969166666666666,WN2275,2,W,160.0,9.0,12.5,143889,180.0,20.0,9
3,1550133606,416001823,W,1550630700,138.08166666666665,WN1519,2,W,120.0,9.0,16.666666666666668,497094,140.0,20.0,9
7,1550482611,416001823,W,1550630700,41.13583333333334,WN1519,2,W,140.0,9.0,28.571428571428573,148089,180.0,40.0,9
3,1550133606,416001824,W,1550637600,139.99833333333333,WN844,2,W,120.0,9.0,16.666666666666668,503994,140.0,20.0,9
7,1550482611,416001824,W,1550637600,43.0525,WN844,2,W,140.0,9.0,28.571428571428573,154989,180.0,40.0,9
3,1550133633,416001826,W,1550668500,148.57416666666668,WN1870,2,W,166.0,9.0,24.096385542168676,534867,206.0,40.0,9
7,1550482134,416001826,W,1550668500,51.76833333333333,WN1870,2,W,206.0,9.0,21.359223300970875,186366,250.0,44.0,9
11,1550144320,416001827,W,1550629500,134.7722222222222,WN976,2,W,116.0,5.0,-25.862068965517242,485180,86.0,-30.0,4
13,1550172498,416001827,W,1550629500,126.945,WN976,2,W,86.0,3.0,69.76744186046511,457002,146.0,60.0,3
14,1550177954,416001827,W,1550629500,125.42944444444444,WN976,2,W,146.0,3.0,106.16438356164383,451546,301.0,155.0,5
15,1550186680,416001827,W,1550629500,123.00555555555555,WN976,2,W,301.0,5.0,-51.49501661129568,442820,146.0,-155.0,3
16,1550199101,416001827,W,1550629500,119.55527777777777,WN976,2,W,146.0,3.0,106.16438356164383,430399,301.0,155.0,5
17,1550226830,416001827,W,1550629500,111.85277777777779,WN976,1,W,301.0,5.0,-71.42857142857143,402670,86.0,-215.0,9
19,1550312799,416001827,W,1550629500,87.97250000000001,WN976,2,W,86.0,9.0,34.883720930232556,316701,116.0,30.0,9
20,1550398953,416001827,W,1550629500,64.04083333333332,WN976,2,W,116.0,9.0,-48.275862068965516,230547,60.0,-56.0,9
24,1550481961,416001827,W,1550629500,40.98305555555555,WN976,2,W,60.0,5.0,481.6666666666667,147539,349.0,289.0,9
25,1550554419,416001827,W,1550629500,20.855833333333333,WN976,2,W,349.0,9.0,-20.05730659025788,75081,279.0,-70.0,9
3,1550142779,416001828,W,1550636100,137.0336111111111,WN6912,2,W,116.0,9.0,-25.862068965517242,493321,86.0,-30.0,5
8,1550225320,416001828,W,1550636100,114.10555555555555,WN6912,2,W,86.0,3.0,-30.232558139534884,410780,60.0,-26.0,5
11,1550259813,416001828,W,1550636100,104.52416666666666,WN6912,2,W,60.0,3.0,43.333333333333336,376287,86.0,26.0,5
12,1550359401,416001828,W,1550636100,76.86083333333333,WN6912,2,W,86.0,5.0,34.883720930232556,276699,116.0,30.0,9
13,1550380128,416001828,W,1550636100,71.10333333333332,WN6912,2,W,116.0,9.0,-22.413793103448278,255972,90.0,-26.0,3
14,1550398372,416001828,W,1550636100,66.03555555555555,WN6912,2,W,90.0,3.0,-33.333333333333336,237728,60.0,-30.0,4
16,1550442502,416001828,W,1550636100,53.77722222222222,WN6912,2,W,60.0,3.0,93.33333333333333,193598,116.0,56.0,4
17,1550454902,416001828,W,1550636100,50.33277777777778,WN6912,2,W,116.0,4.0,25.862068965517242,181198,146.0,30.0,3
18,1550481961,416001828,W,1550636100,42.81638888888889,WN6912,2,W,146.0,3.0,139.04109589041096,154139,349.0,203.0,5
19,1550554419,416001828,W,1550636100,22.689166666666665,WN6912,2,W,349.0,5.0,-20.05730659025788,81681,279.0,-70.0,9
1,1549970304,416001829,W,1550641800,186.52666666666667,WN1557,2,W,116.0,9.0,-48.275862068965516,671496,60.0,-56.0,5
4,1549995201,416001829,W,1550641800,179.61083333333332,WN1557,2,W,60.0,3.0,93.33333333333333,646599,116.0,56.0,9
10,1550312799,416001829,W,1550641800,91.38916666666667,WN1557,2,W,116.0,9.0,-22.413793103448278,329001,90.0,-26.0,3
11,1550330181,416001829,W,1550641800,86.56083333333332,WN1557,2,W,90.0,3.0,28.88888888888889,311619,116.0,26.0,3
12,1550366172,416001829,W,1550641800,76.56333333333333,WN1557,2,W,116.0,3.0,-22.413793103448278,275628,90.0,-26.0,3
13,1550398372,416001829,W,1550641800,67.61888888888889,WN1557,2,W,90.0,3.0,28.88888888888889,243428,116.0,26.0,9
14,1550481961,416001829,W,1550641800,44.399722222222216,WN1557,2,W,116.0,9.0,200.86206896551724,159839,349.0,233.0,9
15,1550554419,416001829,W,1550641800,24.272499999999997,WN1557,2,W,349.0,9.0,-20.05730659025788,87381,279.0,-70.0,9
3,1550133605,416001830,W,1550644500,141.91527777777776,WN3190,2,W,210.0,9.0,21.428571428571427,510895,255.0,45.0,9
3,1550186676,416001831,W,1550665800,133.09,WN4534,1,W,255.0,9.0,-100.0,479124,0.0,-255.0,0
7,1550532709,416001831,W,1550665800,36.969722222222224,WN4534,2,W,0.0,0.0,inf,133091,255.0,255.0,3
3,1550220492,416001832,W,1550614200,109.36333333333333,WN403,2,W,234.0,9.0,77.35042735042735,393708,415.0,181.0,9
4,1550282740,416001832,W,1550614200,92.07222222222222,WN403,2,W,415.0,9.0,-14.698795180722891,331460,354.0,-61.0,9
2,1550005166,416001833,W,1550657400,181.1761111111111,WN1303,2,W,102.0,3.0,13.72549019607843,652234,116.0,14.0,3
3,1550006614,416001833,W,1550657400,180.77388888888888,WN1303,2,W,116.0,3.0,25.862068965517242,650786,146.0,30.0,3
4,1550019860,416001833,W,1550657400,177.09444444444443,WN1303,2,W,146.0,3.0,-20.54794520547945,637540,116.0,-30.0,3
5,1550029701,416001833,W,1550657400,174.36083333333332,WN1303,2,W,116.0,3.0,25.862068965517242,627699,146.0,30.0,3
6,1550039724,416001833,W,1550657400,171.57666666666668,WN1303,2,W,146.0,3.0,-20.54794520547945,617676,116.0,-30.0,3
7,1550070471,416001833,W,1550657400,163.03583333333333,WN1303,2,W,116.0,3.0,-12.068965517241379,586929,102.0,-14.0,3
8,1550090332,416001833,W,1550657400,157.51888888888888,WN1303,2,W,102.0,3.0,13.72549019607843,567068,116.0,14.0,3
9,1550099156,416001833,W,1550657400,155.0677777777778,WN1303,2,W,116.0,3.0,25.862068965517242,558244,146.0,30.0,3
10,1550106856,416001833,W,1550657400,152.9288888888889,WN1303,2,W,146.0,3.0,-20.54794520547945,550544,116.0,-30.0,3
13,1550192489,416001833,W,1550657400,129.14194444444445,WN1303,2,W,116.0,3.0,98.27586206896552,464911,230.0,114.0,3
14,1550202507,416001833,W,1550657400,126.35916666666667,WN1303,2,W,230.0,3.0,-60.869565217391305,454893,90.0,-140.0,4
15,1550222128,416001833,W,1550657400,120.9088888888889,WN1303,2,W,90.0,4.0,-4.444444444444445,435272,86.0,-4.0,4
17,1550234892,416001833,W,1550657400,117.36333333333333,WN1303,2,W,86.0,3.0,4.651162790697675,422508,90.0,4.0,4
18,1550248056,416001833,W,1550657400,113.70666666666666,WN1303,2,W,90.0,4.0,155.55555555555554,409344,230.0,140.0,3
19,1550255710,416001833,W,1550657400,111.58055555555555,WN1303,2,W,230.0,3.0,-14.782608695652174,401690,196.0,-34.0,3
20,1550259813,416001833,W,1550657400,110.44083333333333,WN1303,2,W,196.0,3.0,-71.42857142857143,397587,56.0,-140.0,3
21,1550262561,416001833,W,1550657400,109.6775,WN1303,2,W,56.0,3.0,107.14285714285714,394839,116.0,60.0,3
22,1550264727,416001833,W,1550657400,109.07583333333334,WN1303,2,W,116.0,3.0,43.10344827586207,392673,166.0,50.0,3
23,1550273320,416001833,W,1550657400,106.68888888888888,WN1303,2,W,166.0,3.0,-30.120481927710845,384080,116.0,-50.0,4
25,1550309710,416001833,W,1550657400,96.58055555555555,WN1303,2,W,116.0,3.0,-48.275862068965516,347690,60.0,-56.0,3
26,1550317999,416001833,W,1550657400,94.27805555555555,WN1303,2,W,60.0,3.0,43.333333333333336,339401,86.0,26.0,3
27,1550331902,416001833,W,1550657400,90.4161111111111,WN1303,2,W,86.0,3.0,-30.232558139534884,325498,60.0,-26.0,3
28,1550339225,416001833,W,1550657400,88.38194444444444,WN1303,2,W,60.0,3.0,43.333333333333336,318175,86.0,26.0,3
29,1550350090,416001833,W,1550657400,85.36388888888888,WN1303,2,W,86.0,3.0,167.4418604651163,307310,230.0,144.0,3
30,1550359401,416001833,W,1550657400,82.77749999999999,WN1303,2,W,230.0,3.0,13.043478260869565,297999,260.0,30.0,3
31,1550363471,416001833,W,1550657400,81.64694444444444,WN1303,2,W,260.0,3.0,15.76923076923077,293929,301.0,41.0,4
32,1550366172,416001833,W,1550657400,80.89666666666668,WN1303,2,W,301.0,4.0,-13.621262458471762,291228,260.0,-41.0,3
33,1550368913,416001833,W,1550657400,80.13527777777777,WN1303,2,W,260.0,3.0,15.76923076923077,288487,301.0,41.0,4
35,1550395638,416001833,W,1550657400,72.71166666666666,WN1303,2,W,301.0,3.0,26.578073089700997,261762,381.0,80.0,3
36,1550454902,416001833,W,1550657400,56.24944444444444,WN1303,2,W,381.0,3.0,-8.398950131233596,202498,349.0,-32.0,3
41,1550554419,416001833,W,1550657400,28.605833333333333,WN1303,2,W,349.0,9.0,-20.05730659025788,102981,279.0,-70.0,9
3,1550133606,416001834,W,1550646900,142.58166666666665,WN154,2,W,234.0,9.0,77.35042735042735,513294,415.0,181.0,9
5,1550282740,416001834,W,1550646900,101.15555555555555,WN154,2,W,415.0,9.0,-14.698795180722891,364160,354.0,-61.0,9
3,1550133605,416001835,W,1550614500,133.58194444444445,WN5,2,W,186.0,9.0,27.419354838709676,480895,237.0,51.0,9
1,1549954224,416001836,W,1550634000,188.82666666666668,WN2264,2,W,374.0,3.0,-12.032085561497325,679776,329.0,-45.0,3
4,1550075522,416001836,W,1550634000,155.1327777777778,WN2264,2,W,329.0,3.0,13.677811550151976,558478,374.0,45.0,3
5,1550078861,416001836,W,1550634000,154.20527777777778,WN2264,2,W,374.0,3.0,8.823529411764707,555139,407.0,33.0,9
11,1550482340,416001836,W,1550634000,42.12777777777777,WN2264,2,W,407.0,3.0,17.936117936117935,151660,480.0,73.0,9
3,1550133632,416001837,W,1550652600,144.1577777777778,WN1019,2,W,111.0,9.0,24.324324324324323,518968,138.0,27.0,9
7,1550482416,416001837,W,1550652600,47.27333333333333,WN1019,2,W,138.0,9.0,28.985507246376812,170184,178.0,40.0,9
3,1550133632,416001838,W,1550655600,144.9911111111111,WN1474,2,W,111.0,9.0,24.324324324324323,521968,138.0,27.0,9
7,1550482394,416001838,W,1550655600,48.11277777777778,WN1474,2,W,138.0,9.0,28.985507246376812,173206,178.0,40.0,9
2,1549967272,416001839,W,1550658600,192.03555555555556,WN1886,2,W,111.0,4.0,6.306306306306307,691328,118.0,7.0,9
6,1550024671,416001839,W,1550658600,176.0913888888889,WN1886,2,W,118.0,3.0,16.949152542372882,633929,138.0,20.0,9
11,1550210803,416001839,W,1550658600,124.38805555555557,WN1886,2,W,138.0,3.0,13.768115942028986,447797,157.0,19.0,9
13,1550242118,416001839,W,1550658600,115.68944444444445,WN1886,2,W,157.0,4.0,-12.101910828025478,416482,138.0,-19.0,4
16,1550311166,416001839,W,1550658600,96.50944444444444,WN1886,2,W,138.0,3.0,13.768115942028986,347434,157.0,19.0,3
17,1550325064,416001839,W,1550658600,92.64888888888889,WN1886,2,W,157.0,3.0,-12.101910828025478,333536,138.0,-19.0,3
20,1550442788,416001839,W,1550658600,59.94777777777778,WN1886,2,W,138.0,3.0,13.768115942028986,215812,157.0,19.0,4
21,1550482394,416001839,W,1550658600,48.946111111111115,WN1886,2,W,157.0,4.0,13.375796178343949,176206,178.0,21.0,9
