OKA,KIX
KIX,FUK
TPE,HND
PUS,KIX
KIX,KUH
ICN,HND
SDJ,CTS
CTS,KIX
KIX,CTS
NRT,KIX
KUH,KIX
KIX,SDJ
KIX,MYJ
KIX,NGS
KIX,HKG
NRT,FUK
ICN,OKA
FUK,NRT
KIX,NRT
KOJ,KIX
SDJ,TPE
HND,ICN
KIX,ISG
CTS,SDJ
TPE,KIX
KIX,OKA
HKG,KIX
KIX,PUS
ICN,KIX
KIX,KMI
KIX,KIJ
PVG,HND
NGS,KIX
KIX,TPE
OKA,TPE
SDJ,KIX
BKK,OKA
HND,TPE
FUK,OKA
KIX,KHH
ISG,KIX
KHH,OKA
FUK,KIX
MYJ,KIX
OKA,ICN
KMI,KIX
FUK,CTS
OKA,BKK
OKA,FUK
KIX,KOJ
KHH,KIX
CTS,FUK
TPE,CTS
KIJ,KIX
KIX,ICN
TPE,SDJ
TPE,OKA
CTS,TPE
OKA,KHH
KIX,PVG
HND,PVG
PVG,KIX
