NAP,ZTH
BRI,VCE
NTE,VLC
PRG,TLS
PSA,PMI
CAG,AOI
NTE,FSC
NTE,FUE
OVD,IBZ
SVQ,BIO
TLS,JTR
BRI,JSI
EFL,VCE
NTE,PSA
ORK,VRN
PMO,LYS
TLS,FSC
BRI,IBZ
CFU,PMO
NTE,AJA
PMO,SPU
SXB,BIQ
VCE,CFU
PMI,PSA
SXB,TLS
ZTH,VCE
BRI,CTA
BOD,TFS
CAG,LYS
SXB,OLB
TLS,CFU
BIA,LIL
BOD,BIA
IBZ,OVD
MRS,CFU
NTE,PGF
TLS,VCE
MLA,BIO
PNL,VRN
VRN,IBZ
ACE,NTE
GOA,AHO
OLB,PMO
BOD,SPU
VCE,OLB
VCE,ZTH
BIQ,MRS
GOA,MAH
MRS,PMI
FSC,LIL
TLN,BOD
TRN,CAG
CFR,AJA
VRN,TIA
ZAZ,MAH
VCE,CAG
BOD,SXB
OLB,TRN
VIE,MRS
AHO,NAP
BIA,BES
MRS,CFR
MRS,JTR
VCE,AGP
BOD,NAP
IBZ,ZAZ
JSI,VCE
PMO,SXB
TLS,PMI
BES,MPL
BOD,IBZ
CAG,VCE
SVQ,OVD
PMO,IBZ
ATH,GOA
MPL,MUC
VRN,CTA
BES,FSC
JTR,MRS
BGY,OLB
VCE,PNL
HER,VCE
OLB,BRI
PVK,BRI
FAO,BOD
PMI,TLS
SPU,NTE
TRS,NAP
LMP,BGY
OLB,BGY
LIL,AJA
LMP,GOA
JMK,BRI
PGF,NTE
ZAZ,PMI
BOD,OLB
LIL,FSC
MRS,VCE
VCE,TLS
CAG,BOD
LMP,VRN
BES,BIA
PMO,NTE
SPU,MRS
SPU,NCE
AHO,VRN
GOA,CTA
TLS,SXB
FSC,CFR
PSR,CTA
BIA,MPL
RHO,BRI
TLS,CAG
TLS,PSA
SDR,IBZ
GOA,PMI
NCE,PMO
SPU,BGY
RNS,MRS
TRN,CFU
MRS,RNS
NTE,JMK
PMO,BIO
OVD,VCE
PRG,BOD
GOA,BDS
HER,ATH
MAH,OVD
VCE,SPU
MUC,JMK
MUC,ZAZ
VCE,ALC
FSC,BES
JSI,TRN
MPL,BES
NAP,AHO
TLS,TFS
JTR,BRI
RHO,NAP
BGY,PNL
MPL,LIL
NTE,SPU
AGP,VCE
SVQ,SDR
JMK,VRN
VCE,EFL
NAP,EFL
