BKK,SGN
BKK,HAN
BKK,CEI
BKK,CNX
BKK,DLI
BKK,HKT
BKK,HPH
BKK,KBV
BKK,RMQ
BKK,VCA
BMV,SGN
BMV,HAN
BMV,HPH
BMV,VII
CEI,BKK
CEI,HKT
CGO,CXR
CKG,CXR
CNX,SGN
CNX,BKK
CSX,CXR
CTU,CXR
CXR,SGN
CXR,HAN
CXR,CGO
CXR,CKG
CXR,CSX
CXR,CTU
CXR,CZX
CXR,DSN
CXR,HFE
CXR,HGH
CXR,HPH
CXR,ICN
CXR,KHN
CXR,KMG
CXR,LHW
CXR,NGB
CXR,NKG
CXR,NNG
CXR,PVG
CXR,THD
CXR,TNA
CXR,TSN
CXR,WUH
CXR,WUX
CXR,XIY
CXR,YIW
CZX,CXR
DAD,SGN
DAD,HAN
DAD,HGH
DAD,HPH
DAD,ICN
DAD,KWE
DAD,MFM
DAD,NKG
DAD,SHE
DAD,TAE
DAD,VCA
DAD,WUH
DAD,XIY
DLI,SGN
DLI,HAN
DLI,BKK
DLI,HPH
DLI,VII
DLI,WUH
DSN,CXR
HAN,SGN
HAN,BKK
HAN,BMV
HAN,CXR
HAN,DAD
HAN,DLI
HAN,HUI
HAN,ICN
HAN,KHH
HAN,PQC
HAN,PUS
HAN,PXU
HAN,REP
HAN,RGN
HAN,SIN
HAN,TBB
HAN,TPE
HAN,UIH
HAN,VCA
HAN,VCL
HAN,VDH
HFE,CXR
HGH,CXR
HGH,DAD
HGH,PQC
HKG,SGN
HKT,SGN
HKT,BKK
HKT,CEI
HPH,SGN
HPH,BKK
HPH,BMV
HPH,CXR
HPH,DAD
HPH,DLI
HPH,ICN
HPH,PQC
HPH,PXU
HUI,SGN
HUI,HAN
ICN,SGN
ICN,HAN
ICN,CXR
ICN,DAD
ICN,HPH
ICN,PNH
ICN,REP
ICN,RGN
KBV,BKK
KHH,SGN
KHH,HAN
KHN,CXR
KMG,CXR
KUL,SGN
KWE,DAD
LHW,CXR
MFM,DAD
NGB,CXR
NKG,CXR
NKG,DAD
NNG,CXR
PNH,SGN
PNH,ICN
PQC,SGN
PQC,HAN
PQC,HGH
PQC,HPH
PUS,HAN
PUS,REP
PUS,RGN
PVG,CXR
PXU,SGN
PXU,HAN
PXU,HPH
PXU,VII
REP,HAN
REP,ICN
REP,PUS
RGN,SGN
RGN,HAN
RGN,ICN
RGN,PUS
RMQ,SGN
RMQ,BKK
SGN,HAN
SGN,BKK
SGN,BMV
SGN,CNX
SGN,CXR
SGN,DAD
SGN,DLI
SGN,HKG
SGN,HKT
SGN,HPH
SGN,HUI
SGN,ICN
SGN,KHH
SGN,KUL
SGN,PNH
SGN,PQC
SGN,PXU
SGN,RGN
SGN,RMQ
SGN,SIN
SGN,TBB
SGN,THD
SGN,TNN
SGN,TPE
SGN,UIH
SGN,VCL
SGN,VDH
SGN,VII
SHE,DAD
SIN,SGN
SIN,HAN
TAE,DAD
TBB,SGN
TBB,HAN
THD,SGN
THD,CXR
TNA,CXR
TNN,SGN
TPE,SGN
TPE,HAN
TSN,CXR
UIH,SGN
UIH,HAN
VCA,HAN
VCA,DAD
VCL,SGN
VCL,HAN
VDH,SGN
VDH,HAN
VII,SGN
VII,BMV
VII,DLI
VII,PXU
WUH,CXR
WUH,DAD
WUH,DLI
WUX,CXR
XIY,CXR
XIY,DAD
YIW,CXR
