EZE,LGW
SZG,CPH
SZG,OSL
SZG,ARN
VIE,OSL
SJJ,OSL
SJJ,ARN
BOJ,CPH
BOJ,HEL
BOJ,OSL
BOJ,ARN
VAR,HEL
DBV,BCN
DBV,BGO
DBV,CPH
DBV,HEL
DBV,LGW
DBV,MAD
DBV,OSL
DBV,ARN
DBV,TRD
PUY,HEL
PUY,OSL
PUY,SVG
SPU,CPH
SPU,GOT
SPU,HEL
SPU,LGW
SPU,OSL
SPU,ARN
SPU,TRD
ZAG,CPH
ZAG,ARN
LCA,CPH
LCA,HEL
LCA,LGW
LCA,OSL
LCA,ARN
PRG,BGO
PRG,CPH
PRG,GOT
PRG,HEL
PRG,OSL
PRG,ARN
AAL,ALC
AAL,CPH
AAL,LGW
AAL,PMI
AAL,AGP
BLL,ALC
BLL,BCN
BLL,OSL
CPH,AAL
CPH,AGA
CPH,FAO
CPH,ALC
CPH,AMM
CPH,AMS
CPH,ATH
CPH,BKK
CPH,BCN
CPH,BGO
CPH,SXF
CPH,BOJ
CPH,BUD
CPH,BIA
CPH,CHQ
CPH,LCA
CPH,DXB
CPH,DUB
CPH,DBV
CPH,EDI
CPH,FLL
CPH,MCO
CPH,GVA
CPH,LPA
CPH,HEL
CPH,KRK
CPH,LIS
CPH,LGW
CPH,LAX
CPH,FNC
CPH,MAD
CPH,PMI
CPH,AGP
CPH,MLA
CPH,RAK
CPH,MPL
CPH,JFK
CPH,NCE
CPH,OAK
CPH,OSL
CPH,ORY
CPH,PSA
CPH,PRG
CPH,PRN
CPH,RIX
CPH,FCO
CPH,SZG
CPH,OLB
CPH,CTA
CPH,SPU
CPH,ARN
CPH,TLV
CPH,TFS
CPH,VCE
CPH,ZAG
TLL,OSL
HEL,ALC
HEL,AMS
HEL,ATH
HEL,BCN
HEL,BOJ
HEL,BUD
HEL,CPH
HEL,CHQ
HEL,LCA
HEL,DUB
HEL,DBV
HEL,LPA
HEL,IVL
HEL,KTT
HEL,KRK
HEL,LGW
HEL,MAD
HEL,PMI
HEL,AGP
HEL,RAK
HEL,NCE
HEL,OSL
HEL,OUL
HEL,ORY
HEL,PRG
HEL,PRN
HEL,PUY
HEL,RHO
HEL,FCO
HEL,RVN
HEL,SPU
HEL,ARN
HEL,TFS
HEL,VAR
HEL,VCE
IVL,HEL
KTT,HEL
OUL,HEL
RVN,HEL
BOD,OSL
BOD,ARN
BIA,CPH
BIA,OSL
BIA,ARN
GNB,ARN
MPL,CPH
NCE,BGO
NCE,CPH
NCE,GOT
NCE,HEL
NCE,OSL
NCE,ARN
NCE,TRD
CDG,BOS
CDG,DEN
CDG,FLL
CDG,MCO
CDG,LAX
CDG,JFK
CDG,OAK
CDG,OSL
ORY,BGO
ORY,CPH
ORY,HEL
ORY,EWR
ORY,ARN
SXF,BGO
SXF,CPH
SXF,OSL
SXF,SVG
SXF,ARN
SXF,TFS
CGN,LPA
CGN,AGP
CGN,TFS
DUS,ALC
DUS,BCN
DUS,LPA
DUS,PMI
DUS,AGP
DUS,TFS
HAM,BCN
HAM,LPA
