SSB,CMN
OHS,SHJ
HMB,SHJ
HMB,KWI
HMB,JED
SKT,SHJ
SYZ,SHJ
SKM,HBE
SSH,BGY
SSH,BEY
SSH,HBE
SSH,HRG
SHJ,MOW
SHJ,NAG
SHJ,ALA
SHJ,BEY
SHJ,AHB
SHJ,HAS
SHJ,SKT
SHJ,ADB
SHJ,MCT
SHJ,PEW
SHJ,PRG
SHJ,KTM
SHJ,ATZ
SHJ,MHD
SHJ,HBE
SHJ,NJF
SHJ,ELQ
SHJ,LRR
SHJ,KHI
SHJ,AUB
SHJ,GHR
SHJ,SLL
SHJ,GYD
SHJ,TZX
SHJ,TRV
SHJ,CMB
SHJ,AMD
SHJ,NBO
SHJ,OHS
SHJ,AYT
SHJ,AMM
SHJ,BOM
SHJ,RBS
SHJ,AAB
SHJ,HGA
SHJ,TBS
SHJ,CAI
SHJ,MAA
SHJ,MED
SHJ,MUX
SHJ,BGW
SHJ,SYZ
SHJ,GIZ
SHJ,CJB
SHJ,AJF
SHJ,EVN
SHJ,UET
SHJ,URC
SHJ,LHE
SHJ,SAW
SHJ,BLR
SHJ,GRV
SHJ,YNB
SHJ,KRT
SHJ,SVO
SHJ,EBL
SHJ,HYD
SHJ,SJJ
SHJ,KBL
SHJ,KBP
SHJ,ASM
SHJ,KWI
SHJ,HMB
SHJ,DME
SHJ,COK
SHJ,IKA
SHJ,GOI
SHJ,LYP
SHJ,RUH
SHJ,DMM
SHJ,DAC
SHJ,BAH
SHJ,JED
SHJ,DEL
SHJ,CCJ
SHJ,CGP
SHJ,TIF
SHJ,JAI
SJJ,SHJ
SLL,SHJ
ISB,RKT
HYD,SHJ
GIA,FEZ
GOI,SHJ
GIZ,SHJ
ELQ,SHJ
HRG,SSH
HGA,SHJ
HAS,SHJ
GRV,SHJ
DMM,HBE
DMM,SHJ
VIL,RAK
VIL,CMN
CTA,CMN
CMN,BGY
CMN,CUF
CMN,FSA
CMN,BMB
CMN,VIL
CMN,VCE
CMN,TLS
CMN,BSL
CMN,NAP
CMN,NDR
CMN,PSA
CMN,SSB
CMN,BRU
CMN,KHB
CMN,PRG
CMN,BLQ
CMN,LYS
CMN,MPL
CMN,SAW
CMN,BCN
CMN,CTA
CGP,SHJ
MAA,SHJ
CGN,AGA
CGN,NDR
CJB,SHJ
CPH,AGA
CMB,SHJ
FSA,CMN
FRA,RAK
ERR,FEZ
ERH,FEZ
LYP,SHJ
FEZ,NIR
FEZ,ERH
FEZ,SXB
FEZ,RAK
FEZ,LGW
FEZ,BRU
FEZ,ERR
FEZ,CDG
FEZ,MPL
FEZ,TNG
FEZ,TJD
FEZ,BOD
FEZ,TLS
FEZ,AGA
FEZ,GIA
FEZ,AMS
FEZ,LYS
FEZ,MMK
FEZ,BCN
FEZ,FCO
DEL,SHJ
DAC,SHJ
DUB,AGA
EBL,SHJ
CAI,SHJ
CAI,RKT
RMM,HBE
BLR,SHJ
BMB,CMN
BSL,AGA
BSL,CMN
BEY,SHJ
BEY,SSH
BOD,FEZ
BRU,FEZ
BRU,NDR
BRU,CMN
BRU,TNG
BHX,AGA
BLQ,CMN
BCN,FEZ
BCN,NDR
BCN,CMN
BCN,TNG
GYD,SHJ
BAH,SHJ
BGW,SHJ
ATZ,SHJ
ATZ,KWI
ATZ,JED
ASM,SHJ
AYT,SHJ
AMS,FEZ
AMS,TNG
AMS,NDR
AMM,HBE
AMM,SHJ
ALA,SHJ
HBE,SKM
HBE,SHJ
HBE,AMM
HBE,DKG
HBE,BGY
HBE,KWI
HBE,RUH
HBE,DMM
HBE,JED
HBE,SSH
HBE,RMM
AJF,SHJ
AGA,FEZ
AGA,CPH
AGA,MAN
AGA,ARN
AGA,TNG
